Type;Status;Part number;Datasheet;Function;Bop;Brp;TC;Supply current;Supply voltage min;Supply voltage max;Ambient temperature;Package;Sensitive axis;AEC-Q100;Output type;Active pole;Output polarity;ASIL;Specific features;Product page
3-wire;Production;MLX92292LDC-AAA-000;https://media.melexis.com/-/media/files/documents/datasheets/mlx92291-mlx92292-mlx92271-datasheet-melexis.pdf;Programmable, switch, latch ;-90 to 90;-90 to 90;0 to 2200;0.007 to 2.9;3.3 ;18;-40 to 150;SOIC-8;2 x Bz;✔;Open drain;N | S;Direct | Inverted;B;;https://www.melexis.com/MLX92292
3-wire;Production;MLX92292LSE-AAA-001;https://media.melexis.com/-/media/files/documents/datasheets/mlx92291-mlx92292-mlx92271-datasheet-melexis.pdf;Programmable, switch, latch ;10;8.5;-1100;0.365;3.3 ;18;-40 to 150;TSOT-3L;Bz;✔;Open drain;S;Inverted;B;;https://www.melexis.com/MLX92292
3-wire;Production;MLX92291LSE-AAA-002;https://media.melexis.com/-/media/files/documents/datasheets/mlx92291-mlx92292-mlx92271-datasheet-melexis.pdf;Unipolar switch;13.5;8.5;-1100;0.015;3.3 ;18;-40 to 150;TSOT-3L;Bz;✔;Open drain;S;Direct;B;;https://melexis.com/MLX92291
3-wire;Production;MLX92291LSE-AAA-003;https://media.melexis.com/-/media/files/documents/datasheets/mlx92291-mlx92292-mlx92271-datasheet-melexis.pdf;Unipolar switch;4.15;3.15;-1100;0.014;3.3 ;18;-40 to 150;TSOT-3L;Bz;✔;Open drain;S;Direct;B;;https://melexis.com/MLX92291
3-wire;Engineering;MLX92291LUA-AAA-004;https://media.melexis.com/-/media/files/documents/datasheets/mlx92291-mlx92292-mlx92271-datasheet-melexis.pdf;Unipolar switch;5.5;4.5;-1100;0.042;3.3 ;18;-40 to 150;UA;Bz;✔;Open drain;S;Inverted;B;;https://melexis.com/MLX92291
3-wire;Production;MLX92291LSE-AAA-005;https://media.melexis.com/-/media/files/documents/datasheets/mlx92291-mlx92292-mlx92271-datasheet-melexis.pdf;Unipolar switch;-6;-7;-1100;0.008;3.3 ;18;-40 to 150;TSOT-3L;Bz;✔;Open drain;N;Direct;B;;https://melexis.com/MLX92291
3-wire;Production;MLX92291LSE-AAA-006;https://media.melexis.com/-/media/files/documents/datasheets/mlx92291-mlx92292-mlx92271-datasheet-melexis.pdf;Unipolar switch;-4.5;-5.5;-1000;0.007;3.3 ;18;-40 to 150;TSOT-3L;Bz;✔;Open drain;N;Inverted;B;;https://melexis.com/MLX92291
3-wire;Production;MLX92291LSE-AAA-007;https://media.melexis.com/-/media/files/documents/datasheets/mlx92291-mlx92292-mlx92271-datasheet-melexis.pdf;Unipolar switch;9;7;-1100;0.015;3.3 ;18;-40 to 150;TSOT-3L;Bz;✔;Open drain;S;Direct;B;;https://melexis.com/MLX92291
3-wire;Production;MLX92291LSE-AAA-008;https://media.melexis.com/-/media/files/documents/datasheets/mlx92291-mlx92292-mlx92271-datasheet-melexis.pdf;Unipolar switch;-16.85;-17.85;-1100;0.007;3.3 ;18;-40 to 150;TSOT-3L;Bz;✔;Open drain;N;Direct;B;;https://melexis.com/MLX92291
3-wire;Production;MLX92291LSE-AAA-009;https://media.melexis.com/-/media/files/documents/datasheets/mlx92291-mlx92292-mlx92271-datasheet-melexis.pdf;Unipolar switch;-4.5;-5.5;0;0.013;3.3 ;18;-40 to 150;TSOT-3L;Bz;✔;Open drain;N;Inverted;B;;https://melexis.com/MLX92291
3-wire;Production;MLX92291LSE-AAA-010;https://media.melexis.com/-/media/files/documents/datasheets/mlx92291-mlx92292-mlx92271-datasheet-melexis.pdf;Unipolar switch;6.4;4.3;-1100;0.015;3.3 ;18;-40 to 150;TSOT-3L;Bz;✔;Open drain;S;Direct;B;;https://melexis.com/MLX92291
3-wire;Production;MLX92291LSE-AAA-011;https://media.melexis.com/-/media/files/documents/datasheets/mlx92291-mlx92292-mlx92271-datasheet-melexis.pdf;Unipolar switch;-20.9;-22.9;-1000;0.117;3.3 ;18;-40 to 150;TSOT-3L;Bz;✔;Open drain;N;Direct;B;;https://melexis.com/MLX92291
3-wire;Production;MLX92291LSE-AAA-012;https://media.melexis.com/-/media/files/documents/datasheets/mlx92291-mlx92292-mlx92271-datasheet-melexis.pdf;Unipolar switch;5.5;4.5;-1000;0.007;3.3 ;18;-40 to 150;TSOT-3L;Bz;✔;Open drain;S;Direct;B;;https://melexis.com/MLX92291
3-wire;Production;MLX92291LSE-AAA-013;https://media.melexis.com/-/media/files/documents/datasheets/mlx92291-mlx92292-mlx92271-datasheet-melexis.pdf;Unipolar switch;26.8;24.6;-1100;0.078;3.3 ;18;-40 to 150;TSOT-3L;Bz;✔;Open drain;S;Direct;B;;https://melexis.com/MLX92291
3-wire;Production;MLX92291LSE-AAA-018;https://media.melexis.com/-/media/files/documents/datasheets/mlx92291-mlx92292-mlx92271-datasheet-melexis.pdf;Unipolar switch;-39.5;-40.5;-1100;0.6;3.3 ;18;-40 to 150;TSOT-3L;Bz;✔;Open drain;N;Inverted;B;;https://melexis.com/MLX92291
3-wire;Production;MLX92291LSE-AAA-200;https://media.melexis.com/-/media/files/documents/datasheets/mlx92291-mlx92292-mlx92271-datasheet-melexis.pdf;Unipolar switch;9;7;-2200;3;3.3 ;18;-40 to 150;TSOT-3L;Bx;✔;Open drain;S;Inverted;B;;https://melexis.com/MLX92291
3-wire;Production;MLX92291LSE-AAA-201;https://media.melexis.com/-/media/files/documents/datasheets/mlx92291-mlx92292-mlx92271-datasheet-melexis.pdf;Unipolar switch;8.8;8.5;-1100;0.007;3.3 ;18;-40 to 150;TSOT-3L;Bx;✔;Open drain;S;Inverted;B;;https://melexis.com/MLX92291
3-wire;Production;MLX92291LSE-AAA-202;https://media.melexis.com/-/media/files/documents/datasheets/mlx92291-mlx92292-mlx92271-datasheet-melexis.pdf;Unipolar switch;5.4;4.4;-1100;0.013;3.3 ;18;-40 to 150;TSOT-3L;Bx;✔;Open drain;S;Inverted;B;;https://melexis.com/MLX92291
3-wire;Production;MLX92291LSE-AAA-203;https://media.melexis.com/-/media/files/documents/datasheets/mlx92291-mlx92292-mlx92271-datasheet-melexis.pdf;Unipolar switch;-3.33;-4.33;-1100;0.007;3.3 ;18;-40 to 150;TSOT-3L;Bx;✔;Open drain;N;Direct;B;;https://melexis.com/MLX92291
3-wire;Production;MLX92291LSE-AAA-204;https://media.melexis.com/-/media/files/documents/datasheets/mlx92291-mlx92292-mlx92271-datasheet-melexis.pdf;Unipolar switch;-18.6;-19.1;-1100;0.007;3.3 ;18;-40 to 150;TSOT-3L;Bx;✔;Open drain;N;Direct;B;;https://melexis.com/MLX92291
3-wire;Production;MLX92271LSE-AAA-001;https://media.melexis.com/-/media/files/documents/datasheets/mlx92291-mlx92292-mlx92271-datasheet-melexis.pdf;Latch;0.4;-0.4;0;3;3.3 ;18;-40 to 150;TSOT-3L;Bz;✔;Open drain;S;;B;;
3-wire;Production;MLX92271LSE-AAA-014;https://media.melexis.com/-/media/files/documents/datasheets/mlx92291-mlx92292-mlx92271-datasheet-melexis.pdf;Latch;2;-2;-1100;3;3.3 ;18;-40 to 150;TSOT-3L;Bz;✔;Open drain;S;;B;;
3-wire;Production;MLX92271LSE-AAA-205;https://media.melexis.com/-/media/files/documents/datasheets/mlx92291-mlx92292-mlx92271-datasheet-melexis.pdf;Latch;1.5;-1.5;0;3;3.3 ;18;-40 to 150;TSOT-3L;Bx;✔;Open drain;S;;B;;
3-wire;Production;MLX92271LSE-AAA-206;https://media.melexis.com/-/media/files/documents/datasheets/mlx92291-mlx92292-mlx92271-datasheet-melexis.pdf;Latch;2.8;-2.8;-2200;3;3.3 ;18;-40 to 150;TSOT-3L;Bx;✔;Open drain;S;;B;;
3-wire;Production;MLX92291LSE-AAA-207;https://media.melexis.com/-/media/files/documents/datasheets/mlx92291-mlx92292-mlx92271-datasheet-melexis.pdf;Unipolar switch;2.5;1.7;-2000;0.017;3.3;18;-40 to 150;TSOT-3L;Bx;✔;Open drain;S;Direct;B;;https://melexis.com/MLX92291
3-wire;Production;MLX92291LSE-AAA-208;https://media.melexis.com/-/media/files/documents/datasheets/mlx92291-mlx92292-mlx92271-datasheet-melexis.pdf;Unipolar switch;7.79;7;0;0.012;3.3;18;-40 to 150;TSOT-3L;Bx;✔;Open drain;S;Direct;B;;https://melexis.com/MLX92291
3-wire;Production;MLX92271LSE-AAA-015;https://media.melexis.com/-/media/files/documents/datasheets/mlx92291-mlx92292-mlx92271-datasheet-melexis.pdf;Latch;-0.4;0.4;0;0.007;3.3;18;-40 to 150;TSOT-3L;Bz;✔;Open drain;N;;B;;
3-wire;Production;MLX92271LSE-AAA-016;https://media.melexis.com/-/media/files/documents/datasheets/mlx92291-mlx92292-mlx92271-datasheet-melexis.pdf;Latch;3.6;-3.6;-1100;0.008;3.3;18;-40 to 150;TSOT-3L;Bz;✔;Open drain;S;;B;;
3-wire;Production;MLX92271LSE-AAA-017;https://media.melexis.com/-/media/files/documents/datasheets/mlx92291-mlx92292-mlx92271-datasheet-melexis.pdf;Latch;3.6;-3.6;-1100;0.009;3.3;18;-40 to 150;TSOT-3L;Bz;✔;Open drain;S;;B;;
3-wire;Production;MLX92271LSE-AAA-209;https://media.melexis.com/-/media/files/documents/datasheets/mlx92291-mlx92292-mlx92271-datasheet-melexis.pdf;Latch;8.75;-8.75;-1100;3;3.3;18;-40 to 150;TSOT-3L;Bx;✔;Open drain;S;;B;;
4-wire;Production;MLX92352LVA-BAA-000;https://media.melexis.com/-/media/files/documents/datasheets/mlx92351-mlx92352-datasheet-melexis.pdf;Programmable, switch, latch, Omnipolar;-40 to 40;-40 to 40;0 to 2200;1.9;2.7;60;-40 to 150;VA;Bx, By, Bz;✔;2x Open drain;N | S;Direct | Inverted;A;PCB-less. Quadrature outputs. Speed , Pulse or Direction.;https://www.melexis.com/MLX92352
4-wire;Production;MLX92352LSE-BAA-000;https://media.melexis.com/-/media/files/documents/datasheets/mlx92351-mlx92352-datasheet-melexis.pdf;Programmable, switch, latch, Omnipolar;-40 to 40;-40 to 40;0 to 2200;1.9;2.7 ;60;-40 to 150;TSOT-5L;Bx, By, Bz;✔;2x Open drain;N | S;Direct | Inverted;A;PCB-less. Quadrature outputs. Speed , Pulse or Direction.;https://www.melexis.com/MLX92352
4-wire;Production;MLX92351LSE-BAB-002;https://media.melexis.com/-/media/files/documents/datasheets/mlx92351-mlx92352-datasheet-melexis.pdf;Dual Latch;1.7;-1.7;0;1.9;2.7;60;-40 to 150;TSOT-5L;Bx, Bz;✔;2x Open drain;N;;A;;https://www.melexis.com/MLX92351
4-wire;Production;MLX92351LSE-BAB-003;https://media.melexis.com/-/media/files/documents/datasheets/mlx92351-mlx92352-datasheet-melexis.pdf;Dual Latch;7.5;-7.5;0;1.9;2.7;60;-40 to 150;TSOT-5L;Bx, Bz;✔;2x Open drain;;;A;Pulse & Direction outputs;https://www.melexis.com/MLX92351
4-wire;Engineering;MLX92351LVA-BAB-004;https://media.melexis.com/-/media/files/documents/datasheets/mlx92351-mlx92352-datasheet-melexis.pdf;Dual Latch;7.5;-7.5;0;1.9;2.7;60;-40 to 150;VA;Bx, Bz;✔;2x Open drain;;;A;Pulse & Direction outputs;https://www.melexis.com/MLX92351
4-wire;Production;MLX92351LSE-BAB-005;https://media.melexis.com/-/media/files/documents/datasheets/mlx92351-mlx92352-datasheet-melexis.pdf;Dual Latch;0.5;-0.5;0;1.9;2.7;60;-40 to 150;TSOT-5L;Bx, Bz;✔;2x Open drain;S;;A;;https://www.melexis.com/MLX92351
4-wire;Production;MLX92351LVA-BAB-006;https://media.melexis.com/-/media/files/documents/datasheets/mlx92351-mlx92352-datasheet-melexis.pdf;Dual Latch;2;-2;0;1.9;2.7;60;-40 to 150;VA;Bx, Bz;✔;2x Open drain;;;A;;https://www.melexis.com/MLX92352
4-wire;Production;MLX92351LVA-BAB-007;https://media.melexis.com/-/media/files/documents/datasheets/mlx92351-mlx92352-datasheet-melexis.pdf;Dual Latch;7.5;-7.5;0;1.9;2.7;60;-40 to 150;VA;Bx, Bz;✔;2x Open drain;;;A;Speed & Direction outputs;https://www.melexis.com/MLX92353
4-wire;Production;MLX92351LSE-BAC-003;https://media.melexis.com/-/media/files/documents/datasheets/mlx92351-mlx92352-datasheet-melexis.pdf;Dual Latch;0.5;-0.5;0;1.9;2.7;60;-40 to 150;TSOT-5L;By, Bz;✔;2x Open drain;S;;A;;https://www.melexis.com/MLX92351
4-wire;Production;MLX92351LSE-BAD-001;https://media.melexis.com/-/media/files/documents/datasheets/mlx92351-mlx92352-datasheet-melexis.pdf;Dual Latch;0.5;-0.5;0;1.9;2.7;60;-40 to 150;TSOT-5L;Bx, By;✔;2x Open drain;S;;A;;https://www.melexis.com/MLX92351
4-wire;Production;MLX92253LSE-AAA-000;https://media.melexis.com/-/media/files/documents/datasheets/mlx92253-datasheet-melexis.pdf;Dual Latch;1.5;-1.5;0;5;2.7;5.5;-40 to 150;TSOT-5L;Bx, Bz;✔;2x Open drain;S;;;;https://www.melexis.com/MLX92253
4-wire;Engineering;MLX92253LVA-AAA-000;https://media.melexis.com/-/media/files/documents/datasheets/mlx92253-datasheet-melexis.pdf;Dual Latch;1.5;-1.5;0;5;2.7;5.5;-40 to 150;VA;Bx, Bz;✔;2x Open drain;S;;;;https://www.melexis.com/MLX92253
3-4-6 wire;Production;MLX92362LSE-ABA-000;https://media.melexis.com/-/media/files/documents/datasheets/mlx92362-mlx92361-datasheet-melexis.pdf;Programmable, switch, latch, Omnipolar;-90 to 90;-90 to 90;0 to 2000;0.18 to 0.347;4.5;28;-40 to 150;TSOT-6L;Bx, By, Bz;✔;Isolated ouptut;N | S;Direct;;μPower isolated switch;https://www.melexis.com/MLX92362
3-4-6 wire;Production;MLX92361LSE-ABC-001;https://media.melexis.com/-/media/files/documents/datasheets/mlx92362-mlx92361-datasheet-melexis.pdf;Omnipolar switch;±3;±2;0;0.18;4.5 ;28;-40 to 150;TSOT-6L;Bx;✔;Isolated switch;N & S;Direct;;μPower isolated switch;https://www.melexis.com/MLX92361
3-4-6 wire;Production;MLX92361LSE-ABC-002;https://media.melexis.com/-/media/files/documents/datasheets/mlx92362-mlx92361-datasheet-melexis.pdf;Unipolar switch;1.5;-2.5;0;0.18;4.5;28;-40 to 150;TSOT-6L;Bx;✔;Isolated switch;N;Inverted;;μPower isolated switch;https://www.melexis.com/MLX92361
2-wire;Engineering;MLX92442LDC-AAA-000;https://www.melexis.com/en/documents/documentation/datasheets/datasheet-mlx92442;Unipolar switch;-;-;0 to 2000;3 | 14;3.5;18;-40 to 150;SOIC-8;z;✔;Current source;;Direct | Inverted;;;https://www.melexis.com/MLX92442
2-wire;Engineering;MLX92442LVK-AAA-100;https://www.melexis.com/en/documents/documentation/datasheets/datasheet-mlx92442;Unipolar switch;-;-;0 to 2000;3 | 14;3.5;18;-40 to 150;VK;z;✔;Current source;;Direct | Inverted;;PCB-less (Integrated Capacitor);https://www.melexis.com/MLX92442
2-wire;Engineering ;MLX92442LVK-AAA-000;https://www.melexis.com/en/documents/documentation/datasheets/datasheet-mlx92442;Unipolar switch;-;-;0 to 2000;3 | 14;3.5;18;-40 to 150;VK;z;✔;Current source;;Direct | Inverted;;;https://www.melexis.com/MLX92442
3-wire;Production;US1881ESE-AAA-000;https://media.melexis.com/-/media/files/documents/datasheets/us1881-datasheet-melexis.pdf;Latch;5;-5;0;2.6;3.5;24;-40 to 85;TSOT-3L;Bz;✔;Open drain;N;;;;https://melexis.com/US1881
3-wire;Production;US1881EUA-AAA-000;https://media.melexis.com/-/media/files/documents/datasheets/us1881-datasheet-melexis.pdf;Latch;5;-5;0;2.6;3.5;24;-40 to 85;UA;Bz;✔;Open drain;S;;;;https://melexis.com/US1881
3-wire;Production;US1881KSE-AAA-000;https://media.melexis.com/-/media/files/documents/datasheets/us1881-datasheet-melexis.pdf;Latch;5;-5;0;2.6;3.5;24;-40 to 125;TSOT-3L;Bz;✔;Open drain;N;;;;https://melexis.com/US1881
3-wire;Production;US1881KUA-AAA-000;https://media.melexis.com/-/media/files/documents/datasheets/us1881-datasheet-melexis.pdf;Latch;5;-5;0;2.6;3.5;24;-40 to 125;UA;Bz;✔;Open drain;S;;;;https://melexis.com/US1881
3-wire;Production;US1881LSE-AAA-000;https://media.melexis.com/-/media/files/documents/datasheets/us1881-datasheet-melexis.pdf;Latch;5;-5;0;2.6;3.5;24;-40 to 150;TSOT-3L;Bz;✔;Open drain;N;;;;https://melexis.com/US1881
3-wire;Production;US1881LUA-AAA-000;https://media.melexis.com/-/media/files/documents/datasheets/us1881-datasheet-melexis.pdf;Latch;5;-5;0;2.6;3.5;24;-40 to 150;UA;Bz;✔;Open drain;S;;;;https://melexis.com/US1881
3-wire;Production;US1883LUA-AAA-000;https://media.melexis.com/-/media/files/documents/datasheets/us1883-datasheet-melexis.pdf;Latch;14;-14;0;2.6;3.5 ;24;-40 to 150;UA;Bz;✔;Open drain;S;;;;https://melexis.com/US1883
3-wire;Production;US2881ESE-AAA-000;https://media.melexis.com/-/media/files/documents/datasheets/us2881-datasheet-melexis.pdf;Latch;3;-3;0;2.6;3.5;24;-40 to 85;TSOT-3L;Bz;✔;Open drain;N;;;;https://melexis.com/US2881
3-wire;Production;US2881EUA-AAA-000;https://media.melexis.com/-/media/files/documents/datasheets/us2881-datasheet-melexis.pdf;Latch;3;-3;0;2.6;3.5;24;-40 to 85;UA;Bz;✔;Open drain;S;;;;https://melexis.com/US2881
3-wire;Production;US2881LSE-AAA-000;https://media.melexis.com/-/media/files/documents/datasheets/us2881-datasheet-melexis.pdf;Latch;3;-3;0;2.6;3.5;24;-40 to 150;TSOT-3L;Bz;✔;Open drain;N;;;;https://melexis.com/US2881
3-wire;Production;US2881LUA-AAA-000;https://media.melexis.com/-/media/files/documents/datasheets/us2881-datasheet-melexis.pdf;Latch;3;-3;0;2.6;3.5;24;-40 to 150;UA;Bz;✔;Open drain;S;;;;https://melexis.com/US2881
3-wire;Production;US2882ESE-AAA-000;https://media.melexis.com/-/media/files/documents/datasheets/us2882-datasheet-melexis.pdf;Latch;3;-3;0;2.6;3.5;24;-40 to 85;TSOT-3L;Bz;✔;Open drain;N;;;;https://melexis.com/US2882
3-wire;Production;US2882EUA-AAA-000;https://media.melexis.com/-/media/files/documents/datasheets/us2882-datasheet-melexis.pdf;Latch;3;-3;0;2.6;3.5;24;-40 to 85;UA;Bz;✔;Open drain;S;;;;https://melexis.com/US2882
3-wire;Production;US2882KSE-AAA-000;https://media.melexis.com/-/media/files/documents/datasheets/us2882-datasheet-melexis.pdf;Latch;3;-3;0;2.6;3.5;24;-40 to 125;TSOT-3L;Bz;✔;Open drain;N;;;;https://melexis.com/US2882
3-wire;Production;US2882KUA-AAA-000;https://media.melexis.com/-/media/files/documents/datasheets/us2882-datasheet-melexis.pdf;Latch;3;-3;0;2.6;3.5;24;-40 to 125;UA;Bz;✔;Open drain;S;;;;https://melexis.com/US2882
3-wire;Production;US2882LSE-AAA-000;https://media.melexis.com/-/media/files/documents/datasheets/us2882-datasheet-melexis.pdf;Latch;3;-3;0;2.6;3.5;24;-40 to 150;TSOT-3L;Bz;✔;Open drain;N;;;;https://melexis.com/US2882
3-wire;Production;US2882LUA-AAA-000;https://media.melexis.com/-/media/files/documents/datasheets/us2882-datasheet-melexis.pdf;Latch;3;-3;0;2.6;3.5;24;-40 to 150;UA;Bz;✔;Open drain;S;;;;https://melexis.com/US2882
3-wire;Production;US2884LSE-AAA-000;https://media.melexis.com/-/media/files/documents/datasheets/us2884-datasheet-melexis.pdf;Latch;3;-3;0;2.6;3.5 ;24;-40 to 150;TSOT-3L;Bz;✔;Open drain;S;;;;https://melexis.com/US2884
3-wire;Production;US3881ESE-AAA-000;https://www.melexis.com/en/documents/documentation/datasheets/datasheet-us3881;Latch;5;-5;0;2.6;2.2;18;-40 to 85;TSOT-3L;Bz;✔;Open drain;N;;;;https://melexis.com/US3881
3-wire;Production;US3881EUA-AAA-000;https://www.melexis.com/en/documents/documentation/datasheets/datasheet-us3881;Latch;5;-5;0;2.6;2.2;18;-40 to 85;UA;Bz;✔;Open drain;S;;;;https://melexis.com/US3881
3-wire;Production;US3881KSE-AAA-000;https://www.melexis.com/en/documents/documentation/datasheets/datasheet-us3881;Latch;5;-5;0;2.6;2.2;18;-40 to 125;TSOT-3L;Bz;✔;Open drain;N;;;;https://melexis.com/US3881
3-wire;Production;US3881KUA-AAA-000;https://www.melexis.com/en/documents/documentation/datasheets/datasheet-us3881;Latch;5;-5;0;2.6;2.2;18;-40 to 125;UA;Bz;✔;Open drain;S;;;;https://melexis.com/US3881
3-wire;Production;US3881LSE-AAA-000;https://www.melexis.com/en/documents/documentation/datasheets/datasheet-us3881;Latch;5;-5;0;2.6;2.2;18;-40 to 150;TSOT-3L;Bz;✔;Open drain;N;;;;https://melexis.com/US3881
3-wire;Production;US3881LUA-AAA-000;https://www.melexis.com/en/documents/documentation/datasheets/datasheet-us3881;Latch;5;-5;0;2.6;2.2;18;-40 to 150;UA;Bz;✔;Open drain;S;;;;https://melexis.com/US3881
3-wire;Production;US4881ESE-AAA-000;https://media.melexis.com/-/media/files/documents/datasheets/us4881-datasheet-melexis.pdf;Latch;3;-3;0;2.6;2.2;18;-40 to 85;TSOT-3L;Bz;✔;Open drain;N;;;;https://melexis.com/US4881
3-wire;Production;US4881EUA-AAA-000;https://media.melexis.com/-/media/files/documents/datasheets/us4881-datasheet-melexis.pdf;Latch;3;-3;0;2.6;2.2;18;-40 to 85;UA;Bz;✔;Open drain;S;;;;https://melexis.com/US4881
3-wire;Production;US4881LSE-AAA-000;https://media.melexis.com/-/media/files/documents/datasheets/us4881-datasheet-melexis.pdf;Latch;3;-3;0;2.6;2.2;18;-40 to 150;TSOT-3L;Bz;✔;Open drain;N;;;;https://melexis.com/US4881
3-wire;Production;US4881LUA-AAA-000;https://media.melexis.com/-/media/files/documents/datasheets/us4881-datasheet-melexis.pdf;Latch;3;-3;0;2.6;2.2;18;-40 to 150;UA;Bz;✔;Open drain;S;;;;https://melexis.com/US4881
3-wire;Production;US5681ESE-AAA-000;https://media.melexis.com/-/media/files/documents/datasheets/us5681-datasheet-melexis.pdf;Unipolar switch;5.5;3.5;0;2.6;3.5;24;-40 to 85;TSOT-3L;Bz;✔;Open drain;S;Direct;;;https://melexis.com/US568x
3-wire;Production;US5681KSE-AAA-000;https://media.melexis.com/-/media/files/documents/datasheets/us5681-datasheet-melexis.pdf;Unipolar switch;5.5;3.5;0;2.6;3.5;24;-40 to 125;TSOT-3L;Bz;✔;Open drain;S;Direct;;;https://melexis.com/US568x
3-wire;Production;US5682ESE-AAA-000;https://media.melexis.com/-/media/files/documents/datasheets/us5682-datasheet-melexis.pdf;Unipolar switch;5.5;3.5;0;2.6;3.5;24;-40 to 85;TSOT-3L;Bz;✔;Open drain;S;Inverted;;;https://melexis.com/US568x
3-wire;Production;US5682KSE-AAA-000;https://media.melexis.com/-/media/files/documents/datasheets/us5682-datasheet-melexis.pdf;Unipolar switch;5.5;3.5;0;2.6;3.5;24;-40 to 125;TSOT-3L;Bz;✔;Open drain;S;Inverted;;;https://melexis.com/US568x
3-wire;Production;US5683ESE-AAA-000;https://media.melexis.com/-/media/files/documents/datasheets/us5683-datasheet-melexis.pdf;Unipolar switch;-5.5;-3.5;0;2.6;3.5;24;-40 to 85;TSOT-3L;Bz;✔;Open drain;N;Inverted;;;https://melexis.com/US568x
3-wire;Production;US5683KSE-AAA-000;https://media.melexis.com/-/media/files/documents/datasheets/us5683-datasheet-melexis.pdf;Unipolar switch;-5.5;-3.5;0;2.6;3.5;24;-40 to 125;TSOT-3L;Bz;✔;Open drain;N;Inverted;;;https://melexis.com/US568x
3-wire;Production;US5781ESE-AAA-000;https://media.melexis.com/-/media/files/documents/datasheets/us5781-datasheet-melexis.pdf;Unipolar switch;-12;-7.5;0;2.6;3.5;24;-40 to 85;TSOT-3L;Bz;✔;Open drain;N;Direct;;;https://melexis.com/US5781
3-wire;Production;US5781EUA-AAA-000;https://media.melexis.com/-/media/files/documents/datasheets/us5781-datasheet-melexis.pdf;Unipolar switch;12;7.5;0;2.6;3.5;24;-40 to 85;UA;Bz;✔;Open drain;S;Direct;;;https://melexis.com/US5781
3-wire;Production;US5781LSE-AAA-000;https://media.melexis.com/-/media/files/documents/datasheets/us5781-datasheet-melexis.pdf;Unipolar switch;-12;-7.5;0;2.6;3.5;24;-40 to 150;TSOT-3L;Bz;✔;Open drain;N;Direct;;;https://melexis.com/US5781
3-wire;Production;US5781LUA-AAA-000;https://media.melexis.com/-/media/files/documents/datasheets/us5781-datasheet-melexis.pdf;Unipolar switch;12;7.5;0;2.6;3.5;24;-40 to 150;UA;Bz;✔;Open drain;S;Direct;;;https://melexis.com/US5781
3-wire;Production;US5782ESE-AAA-000;https://media.melexis.com/-/media/files/documents/datasheets/us5782-datasheet-melexis.pdf;Unipolar switch;12;7.5;0;2.6;3.5;24;-40 to 85;TSOT-3L;Bz;✔;Open drain;S;Direct;;;https://melexis.com/US5782
3-wire;Production;US5782LSE-AAA-000;https://media.melexis.com/-/media/files/documents/datasheets/us5782-datasheet-melexis.pdf;Unipolar switch;12;7.5;0;2.6;3.5;24;-40 to 150;TSOT-3L;Bz;✔;Open drain;S;Direct;;;https://melexis.com/US5782
3-wire;Production;US5881EUA-AAA-000;https://media.melexis.com/-/media/files/documents/datasheets/us5881-datasheet-melexis.pdf;Unipolar switch;25;20;0;2.6;3.5;24;-40 to 85;UA;Bz;✔;Open drain;S;Direct;;;https://melexis.com/US5881
3-wire;Production;US5881LUA-AAA-000;https://media.melexis.com/-/media/files/documents/datasheets/us5881-datasheet-melexis.pdf;Unipolar switch;25;20;0;2.6;3.5;24;-40 to 150;UA;Bz;✔;Open drain;S;Direct;;;https://melexis.com/US5881
3-wire;Production;US5881KUA-AAA-000;https://media.melexis.com/-/media/files/documents/datasheets/us5881-datasheet-melexis.pdf;Unipolar switch;25;20;0;2.6;3.5;24;-40 to 125;UA;Bz;✔;Open drain;S;Direct;;;https://melexis.com/US5881
3-wire;Production;US5881ESE-AAA-000;https://media.melexis.com/-/media/files/documents/datasheets/us5881-datasheet-melexis.pdf;Unipolar switch;-25;-20;0;2.6;3.5;24;-40 to 85;TSOT-3L;Bz;✔;Open drain;N;Direct;;;https://melexis.com/US5881
3-wire;Production;US5881LSE-AAA-000;https://media.melexis.com/-/media/files/documents/datasheets/us5881-datasheet-melexis.pdf;Unipolar switch;-25;-20;0;2.6;3.5;24;-40 to 150;TSOT-3L;Bz;✔;Open drain;N;Direct;;;https://melexis.com/US5881
4-wire;Production;MLX90224EVA-AAA-000;https://media.melexis.com/-/media/files/documents/datasheets/mlx90224-datasheet-melexis.pdf;Latch;2.5;-2.5;0;7.5;4.5;24;-40 to 85;VA;2 x Bz;;Open drain;S;;;2 x Speed outputs;https://www.melexis.com/MLX90224
